,ESG,Credit Spread,Percentage,Sector
0,26.5,2.339583333333333,0.011037538325972,3
1,26.5,6.703846153846154,0.031838462097959874,0
2,26.5,7.028571428571429,0.06508049028601653,2
3,26.5,7.427906976744185,0.045917058476318925,5
4,26.5,8.265714285714287,0.006206849952187826,1
5,26.5,11.61111111111111,0.0024614626991936524,4
6,32.73833333333333,2.339583333333333,0.06865886221719207,3
7,32.73833333333333,6.703846153846154,0.030277610434056957,0
8,32.73833333333333,7.028571428571429,0.03944649703151992,2
9,32.73833333333333,7.427906976744185,0.07021278419039172,5
10,32.73833333333333,8.265714285714287,0.030105323030863922,1
11,32.73833333333333,11.61111111111111,0.04715052907585975,4
12,38.97666666666667,2.339583333333333,0.06602882248434619,3
13,38.97666666666667,6.703846153846154,0.053216812659245244,0
14,38.97666666666667,7.028571428571429,0.02889108835737203,2
15,38.97666666666667,7.427906976744185,0.0643030576149987,5
16,38.97666666666667,8.265714285714287,0.010501699894885265,1
17,38.97666666666667,11.61111111111111,0.05368562247120292,4
18,45.215,2.339583333333333,0.010791661173724338,3
19,45.215,6.703846153846154,0.009757297020423834,0
20,45.215,7.028571428571429,0.005163592470455193,2
21,45.215,7.427906976744185,0.008923220244770711,5
22,45.215,8.265714285714287,0.019187206283190532,1
23,45.215,11.61111111111111,0.016502074652804052,4
24,51.45333333333333,2.339583333333333,0.010932883343752661,3
25,51.45333333333333,6.703846153846154,0.015508479896050757,0
26,51.45333333333333,7.028571428571429,0.018609954626803676,2
27,51.45333333333333,7.427906976744185,0.01520354770934711,5
28,51.45333333333333,8.265714285714287,0.01863222462101421,1
29,51.45333333333333,11.61111111111111,0.015350316940181255,4
30,57.69166666666666,2.339583333333333,0.004328610499531379,3
31,57.69166666666666,6.703846153846154,0.02603665503407393,0
32,57.69166666666666,7.028571428571429,0.024496573061596107,2
33,57.69166666666666,7.427906976744185,0.017282662665498685,5
34,57.69166666666666,8.265714285714287,0.013720886329451162,1
35,57.69166666666666,11.61111111111111,0.024551582127746597,4
