,ESG,Credit Spread,Percentage,Sector
0,26.5,2.339583333333333,0.007853444696845516,3
1,26.5,6.703846153846154,0.0036251062860459334,0
2,26.5,7.028571428571429,0.018116623877099395,2
3,26.5,7.427906976744185,0.020845376243676744,5
4,26.5,8.265714285714287,0.013681203600739728,1
5,26.5,10.340909090909092,0.008930676588213072,8
6,26.5,11.326923076923077,0.007684936458885515,6
7,26.5,11.4,0.01011672409320829,7
8,26.5,11.61111111111111,0.01890367587516295,4
9,26.5,12.791666666666666,0.004546146592152283,9
10,30.883,2.339583333333333,0.0279109651335069,3
11,30.883,6.703846153846154,0.002342079343893586,0
12,30.883,7.028571428571429,0.015233863278977288,2
13,30.883,7.427906976744185,0.011995860989645921,5
14,30.883,8.265714285714287,0.016807317562756344,1
15,30.883,10.340909090909092,0.0005488865704083121,8
16,30.883,11.326923076923077,0.024427580082449104,6
17,30.883,11.4,0.021187678392735266,7
18,30.883,11.61111111111111,0.025567391689397742,4
19,30.883,12.791666666666666,0.002149684019472417,9
20,35.266,2.339583333333333,0.006761231535140468,3
21,35.266,6.703846153846154,0.01521216726281862,0
22,35.266,7.028571428571429,0.003074358975413285,2
23,35.266,7.427906976744185,0.029024896406769238,5
24,35.266,8.265714285714287,0.006295898826344609,1
25,35.266,10.340909090909092,0.009061381323749045,8
26,35.266,11.326923076923077,0.022601393012799093,6
27,35.266,11.4,0.0024092397359816936,7
28,35.266,11.61111111111111,0.006774296024984466,4
29,35.266,12.791666666666666,0.008333957287938143,9
30,39.649,2.339583333333333,0.005764138583590868,3
31,39.649,6.703846153846154,0.009348696942766523,0
32,39.649,7.028571428571429,0.018142672800409595,2
33,39.649,7.427906976744185,0.006116900216078342,5
34,39.649,8.265714285714287,0.004587389416137004,1
35,39.649,10.340909090909092,0.022243474980752284,8
36,39.649,11.326923076923077,0.01660869519391467,6
37,39.649,11.4,0.016965221810294397,7
38,39.649,11.61111111111111,0.026027430499576256,4
39,39.649,12.791666666666666,0.00042658095091522994,9
40,44.032,2.339583333333333,0.02469579088049227,3
41,44.032,6.703846153846154,0.01880448561343494,0
42,44.032,7.028571428571429,0.027492839671170877,2
43,44.032,7.427906976744185,0.012209438597420132,5
44,44.032,8.265714285714287,0.02846642590651182,1
45,44.032,10.340909090909092,0.02389635419995669,8
46,44.032,11.326923076923077,0.0076104356446680295,6
47,44.032,11.4,0.005197616385590671,7
48,44.032,11.61111111111111,0.007279265226044606,4
49,44.032,12.791666666666666,0.0009830753758794104,9
50,48.415,2.339583333333333,0.00990034318805763,3
51,48.415,6.703846153846154,0.011805483311080084,0
52,48.415,7.028571428571429,0.002397556195072228,2
53,48.415,7.427906976744185,0.015221817632288186,5
54,48.415,8.265714285714287,0.008656035459446395,1
55,48.415,10.340909090909092,0.003875260118285779,8
56,48.415,11.326923076923077,0.005895989534624876,6
57,48.415,11.4,0.009157395696090103,7
58,48.415,11.61111111111111,0.008427566172209276,4
59,48.415,12.791666666666666,0.004845602468192912,9
60,52.798,2.339583333333333,0.0048946078707378686,3
61,52.798,6.703846153846154,0.014891998024944807,0
62,52.798,7.028571428571429,0.0017861644080669657,2
63,52.798,7.427906976744185,0.0013835838800816216,5
64,52.798,8.265714285714287,0.012089263839639671,1
65,52.798,10.340909090909092,0.003710787651327809,8
66,52.798,11.326923076923077,0.00028593726738071826,6
67,52.798,11.4,0.00466721373877196,7
68,52.798,11.61111111111111,0.004508259859873489,4
69,52.798,12.791666666666666,0.00764598229983963,9
70,57.181,2.339583333333333,0.0034404177308471257,3
71,57.181,6.703846153846154,0.014202804367140918,0
72,57.181,7.028571428571429,0.013045053755310091,2
73,57.181,7.427906976744185,0.014185489255765156,5
74,57.181,8.265714285714287,0.006689385569286053,1
75,57.181,10.340909090909092,0.014360564151699706,8
76,57.181,11.326923076923077,0.0026632969800905555,6
77,57.181,11.4,0.014931717186980414,7
78,57.181,11.61111111111111,0.0007551349546080899,4
79,57.181,12.791666666666666,0.0006491847729997384,9
80,61.564,2.339583333333333,0.010915739292670602,3
81,61.564,6.703846153846154,0.004021419824879728,0
82,61.564,7.028571428571429,0.0072329851353232924,2
83,61.564,7.427906976744185,0.004520886296260608,5
84,61.564,8.265714285714287,0.012343872659440687,1
85,61.564,10.340909090909092,0.001711381914110796,8
86,61.564,11.326923076923077,4.852021716740006e-05,6
87,61.564,11.4,0.003067630545543119,7
88,61.564,11.61111111111111,0.003147994081141137,4
89,61.564,12.791666666666666,0.014747592511846954,9
90,65.947,2.339583333333333,0.006035344795621514,3
91,65.947,6.703846153846154,0.005164958272389362,0
92,65.947,7.028571428571429,0.007614583276604642,2
93,65.947,7.427906976744185,0.0005357137392861908,5
94,65.947,8.265714285714287,0.0003704435929045666,1
95,65.947,10.340909090909092,0.010460325787382619,8
96,65.947,11.326923076923077,0.0006592079317103183,6
97,65.947,11.4,0.008569636650739395,7
98,65.947,11.61111111111111,0.00832606641289437,4
99,65.947,12.791666666666666,0.014644829058527058,9
