,ESG,Credit Spread,Percentage,Sector
0,36.93,2.339583333333333,0.12466701442328953,3
1,36.93,6.703846153846154,0.16725375466735332,0
2,36.93,7.028571428571429,0.08430651004362447,2
3,36.93,8.265714285714287,0.08516212926943596,1
4,44.3875,2.339583333333333,0.001969162204684156,3
5,44.3875,6.703846153846154,0.060428696181335666,0
6,44.3875,7.028571428571429,0.010699225057712576,2
7,44.3875,8.265714285714287,0.1425852537338799,1
8,51.845,2.339583333333333,0.01457440053484279,3
9,51.845,6.703846153846154,0.07096008793246227,0
10,51.845,7.028571428571429,0.07701668633425925,2
11,51.845,8.265714285714287,0.08059011667490254,1
12,59.3025,2.339583333333333,0.038815355349452706,3
13,59.3025,6.703846153846154,0.001709744323772805,0
14,59.3025,7.028571428571429,0.016215458800571677,2
15,59.3025,8.265714285714287,0.023046404468420243,1
